Marital status,Application mode,Application order,Course,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Displaced,Educational special needs,Tuition fees up to date,Gender,Scholarship holder,Target,Previous qualification (grade),Admission grade,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations)
1,17,5,9500,1,1,3,38,2,0,0,1,1,0,GraduateANDEnrolled,124.0,119.8,19,0,8,11,7,13.867142857142856,0,0,8,11,7,13.867142857142856,0
1,39,1,9500,1,1,37,37,9,0,0,1,1,0,GraduateANDEnrolled,114.0,130.0,25,0,8,11,6,12.675,0,0,8,11,6,12.675,0
1,16,1,171,1,1,1,3,5,1,0,1,1,0,GraduateANDEnrolled,155.0,126.97811934900544,19,0,6,0,0,10.640821575154185,0,0,6,0,0,10.230205722716985,0
1,17,2,9853,1,1,1,19,9,1,0,1,1,1,GraduateANDEnrolled,114.0,111.9,20,0,6,6,6,12.0,0,0,6,7,6,12.5,0
1,1,1,171,1,1,38,37,5,1,0,1,1,0,Dropout,133.1,136.0,22,0,6,0,0,10.640821575154185,0,0,6,0,0,10.230205722716985,0
1,1,1,9254,1,1,37,37,3,0,0,1,1,1,Dropout,125.0,124.0,19,0,6,7,6,11.0,0,0,6,6,5,12.2,0
2,39,1,9991,1,1,19,37,3,0,0,1,1,0,Dropout,120.0,132.9,32,0,5,11,4,10.75,0,0,5,11,4,11.333333333333334,0
2,39,1,9773,38,1,37,37,9,1,0,1,1,0,GraduateANDEnrolled,132.6133137432188,154.0,23,0,6,7,5,14.2,0,0,6,6,6,14.166666666666666,0
1,1,1,9500,1,1,1,19,3,0,0,0,1,0,Dropout,133.1,115.0,20,0,7,11,4,12.6,0,0,7,7,4,11.575,0
1,39,1,9991,1,1,1,1,5,1,0,0,1,0,Dropout,120.0,96.0,23,0,5,5,0,10.640821575154185,0,0,5,5,0,10.230205722716985,0
2,39,1,9991,1,1,37,3,9,0,0,1,1,0,GraduateANDEnrolled,120.0,126.97811934900544,23,0,5,6,5,14.0,0,0,5,6,5,14.166666666666666,0
2,39,1,9773,1,1,37,37,9,0,0,0,1,0,Dropout,110.0,140.0,23,0,6,16,2,10.0,0,0,6,12,4,12.25,0
1,17,4,9070,1,1,38,1,9,1,0,1,1,0,GraduateANDEnrolled,144.0,137.4,19,0,6,6,6,13.833333333333334,0,0,6,8,6,13.125,0
2,39,1,9991,19,1,19,19,4,0,0,0,1,0,Dropout,133.1,150.0,23,0,5,8,2,11.0,0,0,5,5,1,11.0,0
2,39,1,9500,19,1,37,38,9,1,0,1,1,0,GraduateANDEnrolled,133.1,100.5,23,0,8,8,7,11.635714285714286,0,0,8,8,7,11.635714285714286,0
1,39,1,8014,1,1,37,38,9,0,0,1,1,0,Dropout,133.1,148.5,34,0,6,6,4,12.25,0,0,5,5,0,10.230205722716985,0
1,17,5,9119,1,1,19,19,5,1,0,1,1,0,GraduateANDEnrolled,138.0,123.3,18,0,5,9,4,12.5,0,0,5,11,5,11.285714285714286,0
2,39,1,9991,1,1,38,38,1,0,0,1,1,0,GraduateANDEnrolled,120.0,138.7,23,0,5,5,5,13.8,0,0,5,6,5,13.666666666666666,0
1,1,2,9254,1,1,19,1,9,0,0,1,1,0,Dropout,120.0,117.2,21,0,6,8,3,12.0,0,0,6,9,1,11.0,0
2,39,1,9991,1,1,34,34,99,0,0,1,1,0,GraduateANDEnrolled,160.0,114.3,23,0,5,9,3,11.0,0,0,5,8,4,12.5,0
1,17,1,9670,1,1,19,37,5,1,0,1,1,1,GraduateANDEnrolled,134.0,125.3,19,0,6,7,4,13.75,0,0,6,10,6,11.555555555555555,0
1,1,1,9254,1,1,37,37,1,0,0,1,1,0,GraduateANDEnrolled,133.1,97.0,27,0,6,6,6,10.666666666666666,0,0,6,8,4,11.25,0
2,42,1,9556,1,1,37,37,9,0,0,1,1,0,Dropout,110.0,140.0,23,0,7,7,0,10.640821575154185,0,0,8,13,2,13.15,0
1,43,1,9991,1,1,37,37,9,0,0,1,1,0,GraduateANDEnrolled,130.0,124.0,31,0,5,6,5,13.833333333333334,0,0,5,7,5,15.4,0
1,44,1,9003,39,1,38,1,134,1,0,1,1,0,GraduateANDEnrolled,140.0,140.0,26,0,6,6,0,10.640821575154185,0,0,6,7,0,10.230205722716985,0
1,39,1,9991,1,1,37,38,175,0,0,1,1,0,GraduateANDEnrolled,150.0,127.0,34,0,5,5,5,15.8,0,0,5,5,5,16.8,0
4,43,1,9500,19,1,34,34,0,0,0,1,1,0,GraduateANDEnrolled,132.6133137432188,110.0,30,0,6,8,4,12.52608695652174,0,0,6,8,12,12.52608695652174,0
2,39,1,9500,19,1,38,38,7,0,0,1,1,0,Dropout,133.1,126.97811934900544,23,0,7,9,6,12.783333333333331,0,0,8,11,0,10.230205722716985,0
1,7,1,9991,3,1,37,37,6,0,0,0,1,0,Dropout,120.0,120.0,23,0,5,5,0,10.640821575154185,0,0,5,5,1,10.0,0
1,17,1,9085,1,1,1,19,5,0,0,1,1,0,GraduateANDEnrolled,133.1,130.0,22,0,5,8,3,13.0,0,0,5,8,3,10.666666666666666,0
1,7,1,9003,3,1,1,19,5,0,0,1,1,0,Dropout,130.0,130.0,27,0,6,8,0,10.640821575154185,0,0,6,10,0,10.230205722716985,0
1,1,2,9119,1,1,1,38,141,1,0,1,1,0,GraduateANDEnrolled,126.0,122.5,20,0,5,7,5,10.8,0,0,5,9,3,12.0,0
1,51,1,9147,1,1,19,38,9,0,0,1,1,0,GraduateANDEnrolled,130.0,115.7,20,0,5,7,5,11.0,0,0,5,7,3,10.0,0
1,42,1,9119,1,1,19,19,90,0,0,0,1,0,Dropout,140.0,120.0,31,0,4,4,0,10.640821575154185,0,0,5,5,0,10.230205722716985,0
1,1,1,9119,1,1,37,19,9,1,0,1,1,0,GraduateANDEnrolled,140.0,126.97811934900544,20,0,5,7,0,10.640821575154185,0,0,5,5,0,10.230205722716985,0
1,17,1,9773,1,1,1,38,90,1,0,0,1,0,Dropout,145.0,132.8,21,0,6,10,2,12.0,0,0,6,0,0,10.230205722716985,0
1,17,1,9147,1,1,19,19,9,0,0,1,1,0,Dropout,133.1,100.0,21,0,5,7,4,10.75,0,0,5,10,2,11.0,0
1,1,1,9147,1,1,1,4,9,0,0,1,1,0,GraduateANDEnrolled,127.0,121.8,19,0,5,8,5,11.6,0,0,5,10,4,13.5,0
1,17,4,9147,1,1,19,19,4,1,0,1,1,1,GraduateANDEnrolled,114.0,109.5,20,0,5,6,5,11.8,0,0,5,8,4,11.6,0
1,1,1,9003,1,1,38,1,9,0,0,1,1,0,GraduateANDEnrolled,140.0,138.3,18,0,6,7,6,16.0,0,0,6,6,6,15.166666666666666,0
1,1,2,9773,1,1,1,1,4,0,0,1,1,1,GraduateANDEnrolled,140.0,131.6,18,0,6,6,6,12.666666666666666,0,0,6,6,6,11.5,0
1,39,1,9500,1,1,1,2,144,0,0,1,1,0,GraduateANDEnrolled,120.0,125.3,30,0,7,12,4,14.4,0,0,7,9,6,13.5,0
1,39,1,9254,19,1,19,19,3,0,0,0,1,0,Dropout,133.1,101.5,34,0,6,6,0,10.640821575154185,0,0,6,6,0,10.230205722716985,0
1,17,1,9670,1,1,19,19,191,0,0,0,1,0,GraduateANDEnrolled,115.0,109.1,21,0,6,11,4,12.25,0,0,6,9,4,13.4,0
1,44,1,9070,39,1,37,1,9,0,0,1,1,0,Dropout,123.9,123.9,20,0,7,9,5,12.6,0,0,9,10,8,12.75,0
1,1,1,9500,1,1,37,37,9,0,0,1,1,0,GraduateANDEnrolled,157.0,143.0,18,0,8,8,7,13.4,0,0,8,8,7,13.4,0
1,1,1,171,1,1,1,1,4,1,0,1,1,0,Dropout,127.0,126.3,21,0,6,0,0,10.640821575154185,0,0,6,0,0,10.230205722716985,0
2,42,1,9003,1,1,3,1,2,0,0,1,1,0,Dropout,120.0,113.3,26,0,6,9,1,10.0,0,0,6,6,0,10.230205722716985,0
1,17,1,9119,1,1,38,19,7,1,0,1,1,0,Dropout,130.0,119.9,20,0,5,5,0,10.640821575154185,0,0,5,5,0,10.230205722716985,0
1,44,1,9003,39,1,1,38,1,0,0,1,1,0,Dropout,140.0,140.0,25,0,6,16,3,11.25,0,0,6,14,4,11.2,0
1,17,1,9670,1,1,1,1,4,0,0,1,1,0,GraduateANDEnrolled,109.0,108.0,19,0,5,10,0,10.640821575154185,0,0,5,5,0,10.230205722716985,0
1,39,2,9147,1,1,19,5,4,1,0,1,1,0,Dropout,143.0,100.0,24,0,5,8,3,10.666666666666666,0,0,5,5,1,14.0,0
1,1,1,9130,1,1,3,3,2,0,0,1,1,0,GraduateANDEnrolled,125.0,132.4,20,0,5,7,4,11.75,0,0,5,5,5,13.4,0
1,1,1,9147,1,1,1,3,9,0,0,1,1,0,Dropout,136.0,137.1,20,0,5,5,0,10.640821575154185,0,0,5,5,0,10.230205722716985,0
1,5,3,9070,1,1,3,1,9,1,0,1,0,0,GraduateANDEnrolled,157.0,138.1,18,0,6,6,6,12.666666666666666,0,0,6,8,6,14.125,0
4,39,1,9556,1,1,19,3,9,0,0,1,0,0,GraduateANDEnrolled,160.0,130.0,25,0,7,14,7,11.95,0,0,8,15,7,12.042857142857144,0
1,17,1,9254,1,1,38,37,9,1,0,1,0,0,GraduateANDEnrolled,116.0,109.7,22,0,6,7,5,14.0,0,0,6,6,6,15.666666666666666,0
1,43,1,8014,1,1,37,37,0,0,0,0,0,0,Dropout,113.0,128.2,23,0,6,6,0,10.640821575154185,0,0,6,12,0,10.230205722716985,0
1,1,2,9147,1,1,37,38,7,0,0,1,0,1,Dropout,130.0,117.8,19,0,5,11,2,11.5,0,0,5,10,0,10.230205722716985,0
1,43,1,9130,1,1,3,3,3,1,0,1,0,0,GraduateANDEnrolled,150.0,150.0,21,0,6,10,6,12.0,0,0,6,12,5,12.8,0
1,39,1,9085,1,1,1,1,5,1,0,1,0,0,Dropout,110.0,160.0,30,0,6,7,6,16.428571428571427,0,0,6,7,6,16.666666666666668,0
1,1,5,9500,1,1,38,38,9,1,0,1,0,1,GraduateANDEnrolled,132.6133137432188,104.5,21,0,7,9,5,13.336000000000002,0,0,8,9,7,13.207142857142856,0
2,39,2,9556,1,1,19,38,9,0,0,1,0,1,GraduateANDEnrolled,110.0,112.8,26,0,7,7,0,10.640821575154185,0,0,8,8,0,10.230205722716985,0
1,15,1,9670,1,41,1,1,9,0,0,1,0,0,GraduateANDEnrolled,133.1,100.0,21,0,7,9,7,14.666666666666666,0,0,6,8,6,14.0,0
1,1,1,9500,1,1,1,1,3,1,0,1,0,0,GraduateANDEnrolled,138.0,132.5,18,0,8,8,7,14.115714285714288,0,0,8,8,7,14.115714285714288,0
1,1,4,9085,1,1,3,1,1,1,0,1,0,1,GraduateANDEnrolled,138.0,123.3,19,0,6,7,6,14.857142857142858,0,0,6,10,6,13.11111111111111,0
1,1,2,9085,1,1,1,38,9,1,0,1,0,1,GraduateANDEnrolled,141.0,128.9,18,0,6,7,6,13.833333333333334,0,0,6,10,6,13.714285714285714,0
1,17,2,9147,1,1,2,3,2,1,0,1,0,0,GraduateANDEnrolled,129.0,128.3,19,0,5,10,3,11.0,0,0,5,9,4,11.75,0
1,43,1,9085,1,1,3,3,2,0,0,1,0,0,GraduateANDEnrolled,127.0,100.0,21,0,6,11,4,11.75,0,0,6,12,3,13.666666666666666,0
1,17,2,9147,1,1,19,1,9,1,0,1,0,1,Dropout,133.0,120.1,18,0,5,15,2,10.0,0,0,5,14,2,12.0,0
1,39,1,9500,1,1,37,37,7,1,0,1,0,1,GraduateANDEnrolled,132.6133137432188,160.0,24,0,8,15,6,12.415,0,0,8,15,6,12.415,0
1,1,1,9130,1,1,4,5,2,1,0,1,0,0,GraduateANDEnrolled,138.0,123.0,21,0,5,12,1,11.0,0,0,5,9,2,10.5,0
1,44,1,9085,39,1,19,19,9,1,0,1,0,0,GraduateANDEnrolled,150.0,150.0,23,0,6,14,5,14.428571428571429,0,0,6,7,6,13.428571428571429,0
1,17,2,9500,1,1,38,19,5,1,0,1,0,1,GraduateANDEnrolled,129.0,124.0,18,0,8,8,7,14.312857142857142,0,0,8,8,7,14.312857142857142,0
1,39,1,9085,1,1,4,1,2,0,0,0,0,0,GraduateANDEnrolled,130.0,120.0,26,0,6,8,6,15.428571428571429,0,0,6,7,5,14.5,0
1,1,1,9130,1,1,38,38,5,1,0,1,0,0,GraduateANDEnrolled,133.0,120.4,20,0,5,9,4,12.0,0,0,5,6,5,13.4,0
1,1,1,9238,1,1,4,1,5,0,0,1,0,0,GraduateANDEnrolled,133.0,131.6,18,0,6,7,6,13.833333333333334,0,0,6,7,6,13.714285714285714,0
1,1,1,9238,1,1,2,12,3,1,0,1,0,0,GraduateANDEnrolled,107.0,104.2,20,0,6,6,6,12.166666666666666,0,0,6,7,6,12.142857142857142,0
1,1,1,9500,1,1,19,19,4,1,0,1,0,0,GraduateANDEnrolled,131.0,122.0,20,0,8,8,7,14.014285714285714,0,0,8,8,7,14.014285714285714,0
1,17,2,9238,1,1,1,19,4,1,1,1,0,0,GraduateANDEnrolled,118.0,110.7,18,0,6,15,2,10.333333333333334,0,0,6,13,3,13.333333333333334,0
1,1,4,9773,1,1,1,12,9,1,0,1,0,1,GraduateANDEnrolled,136.0,121.7,22,0,6,7,5,13.2,0,0,6,7,5,13.6,0
1,1,1,9500,1,1,37,37,9,1,0,1,0,0,GraduateANDEnrolled,125.0,126.0,20,0,7,7,6,15.4,0,0,7,7,6,15.4,0
1,17,4,9500,1,1,1,37,9,1,0,1,0,1,GraduateANDEnrolled,137.0,128.4,19,0,7,7,7,13.385714285714286,0,0,8,8,8,15.925,0
1,1,1,9130,1,1,3,1,2,1,0,1,0,0,Dropout,144.0,134.9,18,0,6,13,6,10.857142857142858,0,0,6,10,4,11.0,0
1,17,2,9147,1,1,38,37,6,0,0,1,0,0,GraduateANDEnrolled,146.0,143.9,18,0,5,11,5,11.333333333333334,0,0,5,8,5,12.0,0
1,1,4,9085,1,1,37,1,9,1,0,1,0,1,GraduateANDEnrolled,145.0,145.0,19,0,5,7,4,14.5,0,0,5,5,5,13.6,0
1,1,2,9070,1,1,19,38,9,1,0,1,0,1,GraduateANDEnrolled,126.0,132.0,19,0,6,6,6,14.166666666666666,0,0,6,8,6,12.375,0
1,17,1,8014,1,1,34,34,0,0,0,1,0,0,GraduateANDEnrolled,141.0,136.1,24,0,6,7,6,12.833333333333334,0,0,6,8,6,12.0,0
1,1,1,9238,1,1,37,37,4,0,0,1,0,0,GraduateANDEnrolled,141.0,138.9,21,0,6,7,6,13.333333333333334,0,0,6,6,6,14.5,0
1,1,1,9238,1,1,1,1,3,1,0,1,0,1,GraduateANDEnrolled,133.1,102.0,20,0,6,7,6,13.666666666666666,0,0,6,7,6,14.571428571428571,0
1,39,1,9254,1,1,19,19,4,0,0,0,0,1,Dropout,133.1,123.0,28,0,6,6,6,10.833333333333334,0,0,6,7,5,11.0,0
1,1,2,9853,1,1,37,19,9,1,0,1,0,0,GraduateANDEnrolled,127.0,137.5,21,0,6,7,6,13.428571428571429,0,0,6,8,6,13.142857142857142,0
1,1,1,9500,1,1,37,38,191,1,0,1,1,0,GraduateANDEnrolled,106.0,102.2,20,0,7,7,7,12.401428571428571,0,0,8,10,6,11.808333333333332,0
1,42,1,9003,1,1,3,2,2,0,0,0,1,0,Dropout,130.0,105.3,23,0,6,8,0,10.640821575154185,0,0,6,10,0,10.230205722716985,0
2,39,1,9991,1,1,37,37,9,0,0,0,1,0,Dropout,110.0,130.0,23,0,4,4,0,10.640821575154185,0,0,5,0,0,10.230205722716985,0
2,39,1,9991,1,1,37,37,9,0,0,1,1,0,Dropout,150.0,122.5,23,0,5,9,4,11.5,0,0,5,6,5,11.6,0
1,39,1,9119,1,1,1,38,4,0,0,0,1,0,Dropout,160.0,112.0,25,0,5,8,0,10.640821575154185,0,0,5,5,0,10.230205722716985,0
1,39,1,9670,12,1,1,37,3,0,0,1,1,1,GraduateANDEnrolled,132.6133137432188,110.0,25,0,6,8,6,14.142857142857142,0,0,6,6,6,13.5,0
2,39,1,8014,19,1,19,37,6,0,0,1,1,0,Dropout,133.1,149.5,23,0,6,6,0,10.640821575154185,0,0,5,6,0,10.230205722716985,0
1,43,1,9991,1,1,38,38,9,0,0,1,1,1,GraduateANDEnrolled,120.0,141.0,32,0,10,12,10,13.8,0,0,10,10,10,12.8,0
1,7,1,9991,40,1,38,38,9,0,0,1,1,0,Dropout,130.0,130.0,23,0,10,10,10,13.6,0,0,10,10,5,13.6,0
1,7,1,9238,40,1,37,37,5,0,0,1,1,0,GraduateANDEnrolled,130.0,130.0,23,0,6,8,4,11.733333333333333,0,0,6,8,9,11.88888888888889,0
1,39,2,9147,1,1,37,37,9,0,0,0,1,0,Dropout,120.0,104.0,26,0,5,8,1,10.0,0,0,5,9,1,10.0,0
1,44,1,9085,39,1,3,5,2,0,0,1,1,0,Dropout,110.0,110.0,23,0,6,8,0,10.640821575154185,0,0,6,6,0,10.230205722716985,0
1,44,1,9003,39,1,38,19,3,0,0,1,1,0,GraduateANDEnrolled,120.0,120.0,23,0,6,6,0,10.640821575154185,0,0,6,8,0,10.230205722716985,0
1,44,1,9003,39,1,2,3,9,0,0,1,1,0,GraduateANDEnrolled,130.0,130.0,20,0,6,12,4,10.8,0,0,6,13,4,12.0,0
1,39,1,9500,4,1,3,38,3,1,0,1,1,0,Dropout,150.0,127.0,26,0,7,8,6,13.046666666666669,0,0,8,10,7,13.30625,0
1,43,1,8014,1,1,37,37,9,0,0,1,0,0,GraduateANDEnrolled,120.0,100.0,23,0,9,13,8,11.0,0,0,7,10,6,10.833333333333334,0
1,39,1,8014,19,1,37,37,5,1,0,1,0,1,GraduateANDEnrolled,132.6133137432188,111.0,26,0,6,10,3,12.333333333333334,0,0,6,14,3,11.666666666666666,0
1,43,1,8014,3,1,9,9,90,0,0,1,0,0,GraduateANDEnrolled,133.1,130.0,26,0,6,16,10,11.8,0,0,7,7,7,13.285714285714286,0
1,39,1,9991,1,1,37,37,9,0,0,1,0,0,GraduateANDEnrolled,130.0,130.1,25,0,5,8,3,11.0,0,0,5,8,3,11.25,0
1,16,4,9500,1,1,1,1,4,1,0,1,0,0,GraduateANDEnrolled,145.0,127.5,18,0,8,8,8,13.11,0,0,8,8,8,13.11,0
1,7,1,9500,3,1,37,37,7,1,0,1,0,0,GraduateANDEnrolled,130.0,130.0,27,0,8,8,7,14.414285714285716,0,0,8,8,7,14.414285714285716,0
6,17,3,8014,1,1,19,1,5,0,0,0,0,0,Dropout,115.0,115.0,24,0,5,5,0,10.640821575154185,0,0,5,10,0,10.230205722716985,0
1,17,1,9147,1,1,38,19,6,1,0,1,0,0,GraduateANDEnrolled,124.0,126.8,20,0,5,8,5,12.333333333333334,0,0,5,7,5,12.2,0
1,1,1,9500,1,1,1,19,9,1,0,1,0,1,Dropout,124.0,116.7,18,0,7,9,0,10.640821575154185,0,0,7,8,1,10.0,0
1,17,6,9556,1,1,19,38,7,1,0,1,0,1,GraduateANDEnrolled,134.0,128.5,18,0,7,9,7,14.1,0,0,8,8,8,13.3125,0
1,1,4,9500,1,1,37,37,9,1,0,1,0,0,GraduateANDEnrolled,137.0,127.5,18,0,8,8,8,13.045,0,0,8,8,8,13.045,0
1,1,1,9500,1,1,19,37,3,1,0,1,1,0,GraduateANDEnrolled,124.0,117.5,19,0,8,10,5,12.858,0,0,8,10,5,12.858,0
1,42,3,9500,1,1,1,1,4,1,0,1,0,1,GraduateANDEnrolled,136.0,148.8,19,0,8,8,8,14.2525,0,0,8,8,8,14.2525,0
1,1,4,9500,1,1,12,1,5,0,0,1,0,1,GraduateANDEnrolled,126.0,120.2,19,0,7,9,5,14.06,0,0,7,9,7,11.242857142857142,0
1,1,4,9500,1,1,38,37,9,1,0,1,0,0,GraduateANDEnrolled,142.0,127.3,18,0,8,8,7,15.075714285714286,0,0,8,8,7,15.075714285714286,0
1,17,2,171,1,1,19,37,9,1,0,1,0,1,GraduateANDEnrolled,141.0,136.1,18,0,6,0,0,10.640821575154185,0,0,6,0,0,10.230205722716985,0
1,43,2,9670,1,1,3,3,5,1,0,1,0,0,GraduateANDEnrolled,129.0,122.4,19,0,5,5,4,13.75,0,0,6,9,5,12.6,0
1,7,0,9003,3,1,1,37,4,1,0,1,0,0,GraduateANDEnrolled,130.0,130.0,23,0,6,8,4,13.15,0,0,6,8,12,13.214285714285714,0
1,1,2,9238,1,1,19,19,4,1,0,1,0,1,GraduateANDEnrolled,136.0,121.7,21,0,6,9,5,12.333333333333334,0,0,6,7,5,11.8,0
1,1,3,9500,1,1,38,38,5,1,0,1,0,1,GraduateANDEnrolled,137.0,122.7,18,0,7,8,7,13.778571428571428,0,0,8,10,8,13.122222222222222,0
1,1,1,9853,1,1,34,37,9,1,0,0,0,0,Dropout,125.0,129.2,20,0,6,12,3,10.333333333333334,0,0,6,14,1,11.0,0
1,43,1,9773,1,1,19,37,5,1,0,1,0,0,GraduateANDEnrolled,119.0,105.0,23,0,6,11,3,11.333333333333334,0,0,6,7,2,11.0,0
1,1,1,9238,1,1,37,37,9,1,0,1,0,0,GraduateANDEnrolled,132.0,129.9,20,0,6,7,5,13.2,0,0,6,6,6,12.666666666666666,0
1,1,1,9070,1,1,37,37,5,0,0,1,0,1,GraduateANDEnrolled,152.0,136.3,18,0,6,8,6,13.571428571428571,0,0,6,11,6,12.375,0
1,1,1,8014,1,1,37,37,9,0,0,1,0,0,GraduateANDEnrolled,125.0,114.9,29,0,6,14,4,12.75,0,0,7,7,7,13.428571428571429,0
1,39,1,9773,9,1,38,1,5,1,0,1,1,0,Dropout,133.1,102.0,28,0,6,11,3,13.0,0,0,6,15,1,12.0,0
1,1,3,9670,1,1,37,37,7,1,0,1,1,0,GraduateANDEnrolled,120.0,111.3,19,0,5,7,3,11.333333333333334,0,0,5,7,4,11.0,0
1,39,1,9670,1,1,19,19,7,0,0,0,1,0,Dropout,148.0,130.9,24,0,6,12,0,10.640821575154185,0,0,6,9,0,10.230205722716985,0
1,39,1,171,1,1,37,37,9,0,0,1,1,1,Dropout,133.1,100.0,33,0,6,0,0,10.640821575154185,0,0,6,0,0,10.230205722716985,0
1,17,1,9147,1,1,19,37,5,1,0,0,1,0,Dropout,115.0,112.9,19,0,5,7,2,12.5,0,0,5,13,1,11.0,0
1,1,1,9085,1,1,38,19,9,0,0,1,1,0,GraduateANDEnrolled,120.0,112.7,19,0,6,7,6,14.857142857142858,0,0,6,8,6,14.142857142857142,0
4,39,1,8014,1,1,37,37,7,0,0,1,1,0,GraduateANDEnrolled,133.1,143.0,23,0,9,13,8,12.0,0,0,7,8,7,11.571428571428571,0
1,1,1,171,1,1,38,37,9,1,0,0,1,1,GraduateANDEnrolled,132.6133137432188,155.1,18,0,6,0,0,10.640821575154185,0,0,6,0,0,10.230205722716985,0
4,39,1,9991,1,1,37,37,9,0,0,1,1,0,GraduateANDEnrolled,130.0,127.6,29,0,5,5,0,10.640821575154185,0,0,5,5,0,10.230205722716985,0
2,39,1,9500,38,1,37,37,9,0,0,1,1,0,GraduateANDEnrolled,133.1,146.6,23,0,7,8,7,12.828571428571427,0,0,8,8,8,12.6875,0
1,39,1,9500,1,1,37,37,9,0,0,1,1,0,Dropout,137.0,141.0,23,0,7,0,0,10.640821575154185,0,0,8,0,0,10.230205722716985,0
1,1,2,9670,1,1,1,38,7,1,0,1,1,0,GraduateANDEnrolled,123.0,120.6,19,0,6,6,6,13.333333333333334,0,0,6,8,5,14.0,0
1,42,1,9500,1,1,19,1,9,1,0,1,1,1,GraduateANDEnrolled,150.0,110.0,33,0,6,8,4,13.072857142857144,0,0,6,8,4,13.072857142857144,0
1,42,1,9119,1,1,1,1,5,0,0,0,1,0,Dropout,120.0,108.6,34,0,7,13,5,12.0,0,0,7,7,3,11.0,0
1,1,1,9254,1,1,3,19,3,1,0,1,0,0,GraduateANDEnrolled,145.0,134.9,18,0,6,6,6,15.5,0,0,6,6,6,16.0,0
1,44,1,9130,39,1,3,1,2,1,0,1,0,0,Dropout,120.0,120.0,20,0,6,6,0,10.640821575154185,0,0,6,6,0,10.230205722716985,0
1,1,1,9773,1,1,19,37,4,0,0,1,0,1,GraduateANDEnrolled,142.0,141.3,19,0,6,7,6,14.714285714285714,0,0,6,6,6,15.166666666666666,0
1,1,3,9085,1,1,19,19,9,1,0,1,0,0,GraduateANDEnrolled,147.0,135.6,20,0,6,7,6,16.714285714285715,0,0,6,6,6,15.333333333333334,0
1,1,1,9238,1,1,19,19,9,1,0,1,0,1,GraduateANDEnrolled,125.0,121.5,19,0,6,9,6,10.857142857142858,0,0,6,7,6,11.666666666666666,0
1,1,4,9500,1,1,19,19,9,1,0,1,0,0,GraduateANDEnrolled,126.0,125.0,19,0,7,8,6,11.658333333333331,0,0,8,11,6,12.416666666666666,0
1,18,2,9773,1,24,37,19,9,1,0,1,0,1,GraduateANDEnrolled,132.0,119.1,22,0,6,8,5,11.6,0,0,6,7,6,12.0,0
1,1,1,9670,1,1,12,12,5,1,0,1,0,0,GraduateANDEnrolled,122.0,126.6,18,0,6,8,6,14.625,0,0,6,9,6,14.142857142857142,0
1,1,1,9773,1,1,1,38,9,0,0,1,0,1,GraduateANDEnrolled,123.0,116.7,18,0,6,6,6,12.166666666666666,0,0,6,8,6,12.666666666666666,0
1,1,3,9500,1,1,1,19,131,1,0,1,0,0,GraduateANDEnrolled,126.0,120.1,19,0,7,12,4,13.375,0,0,7,8,6,12.116666666666667,0
1,1,1,9853,1,1,38,37,9,0,0,1,0,1,GraduateANDEnrolled,128.0,124.9,19,0,6,6,6,12.5,0,0,6,6,6,12.833333333333334,0
1,39,1,9500,1,1,19,1,1,1,0,0,0,0,Dropout,132.6133137432188,114.0,31,0,7,8,5,12.56,0,0,7,8,5,12.56,0
1,17,5,9500,1,1,1,1,4,1,0,1,0,0,GraduateANDEnrolled,140.0,131.1,18,0,7,7,7,13.19,0,0,8,8,8,14.23125,0
1,1,1,9238,1,1,1,19,9,0,0,1,0,1,GraduateANDEnrolled,145.0,129.3,19,0,6,11,3,11.0,0,0,6,9,4,11.25,0
1,1,1,171,1,1,3,38,2,1,0,1,0,0,GraduateANDEnrolled,143.0,129.7,18,0,6,0,0,10.640821575154185,0,0,6,0,0,10.230205722716985,0
1,17,1,9238,1,1,37,38,9,0,0,1,0,1,GraduateANDEnrolled,132.0,120.8,19,0,6,11,5,11.6,0,0,6,10,6,11.714285714285714,0
1,1,1,9500,1,1,19,19,9,0,0,1,0,0,GraduateANDEnrolled,130.0,135.0,19,0,7,7,6,14.266666666666666,0,0,7,7,6,14.266666666666666,0
1,1,1,9147,1,1,37,37,9,0,0,1,0,1,GraduateANDEnrolled,129.0,117.8,19,0,5,6,4,11.0,0,0,5,9,4,13.857142857142858,0
2,7,1,8014,3,1,37,34,0,0,0,1,0,0,GraduateANDEnrolled,124.4,130.0,30,0,10,11,9,12.666666666666666,0,0,7,7,7,12.428571428571429,0
1,43,1,9773,1,1,19,1,5,1,0,1,0,0,GraduateANDEnrolled,127.0,117.6,18,0,6,6,0,10.640821575154185,0,0,6,10,3,11.0,0
1,18,6,9500,1,1,1,1,3,1,0,1,0,0,GraduateANDEnrolled,144.0,130.8,18,0,8,11,7,12.771428571428572,0,0,8,11,7,12.771428571428572,0
1,18,5,9085,1,1,5,3,2,1,0,1,0,0,Dropout,121.0,111.9,21,0,5,12,0,10.640821575154185,0,0,5,5,0,10.230205722716985,0
